Title,Subject Description,SubjectID,Subject,Course Number,Section,CRN,InstructorID,Instructor,MeetingDays,Campus,Instructional Methods
Honors ThesisLecture,Honors,48,HNRS,5000,5,48220,629,Sam Mukherjee,NA,Westchester,Other
Honors ThesisLecture,Honors,48,HNRS,5000,6,48307,530,Mostafa Mesgari Mashhadi,NA,Westchester,Other
Honors ThesisLecture,Honors,48,HNRS,5000,7,48438,6,Ace Vo,NA,Westchester,Other
SS: Digital TransformationLecture,Info Decision Sciences,66,MBAD,698,1,47867,256,Gregory Lontok,Th,Westchester,Classroom Based Course
Database Management SystemsLecture,Info Systems & Bus Analytics,57,ISBA,3710,1,45773,256,Gregory Lontok,T,Westchester,Classroom Based Course
Systems Analysis and DesignLecture,Info Systems & Bus Analytics,57,ISBA,3720,1,45774,256,Gregory Lontok,TT,Westchester,Classroom Based Course
Progrmng for Busn ApplicationsLecture,Info Systems & Bus Analytics,57,ISBA,3730,1,45775,128,Christen Johnson,MW,Westchester,Classroom Based Course
Data Visualization and GISLecture,Info Systems & Bus Analytics,57,ISBA,4760,1,48710,756,Yongsun Paik,MW,Westchester,Classroom Based Course
Capstone Proposal DevelopmentLecture,Info Systems & Bus Analytics,57,ISBA,4796,1,46732,41,Anatoly Zhuplev,TT,Online,Fully Online Course
Capstone ProjectLecture,Info Systems & Bus Analytics,57,ISBA,4797,1,48711,730,Velitchka Kaltcheva,NA,Online,Fully Online Course
SS: Network & Cloud ComputingLecture,Info Systems & Bus Analytics,57,ISBA,4798,1,46733,302,Jeffrey Gale,MW,Westchester,Classroom Based Course
Internship ExperienceLecture,Integrative Experience,69,MBAI,697,1,41878,732,Veronique Flambard-Weisbart,NA,Online,Fully Online Course
International ManagementLecture,International Business,55,INBA,4830,1,45422,,,TT,Westchester,Classroom Based Course
International EntrepreneurshipLecture,International Business,55,INBA,4840,SA1,49146,561,Paola Moscarelli,NA,"Bonn, Germany",Classroom Based Course
Mrkt Strat in Global EnvrnmntLecture,International Business,55,INBA,4876,1,48373,,,TT,Westchester,Classroom Based Course
SS: Global StrategyLecture,International Business,55,INBA,4898,1,48957,561,Paola Moscarelli,TT,Westchester,Classroom Based Course
SS: Professional FrenchLecture,International Business,55,INBA,4898,2,49191,561,Paola Moscarelli,TT,Westchester,Classroom Based Course
SS: Irish Life and CulturesLecture,Irish Studies,56,IRST,3998,SA1,48312,561,Paola Moscarelli,NA,"LMU in Dublin, Ireland",Classroom Based Course
Italian 1Lecture,Italian,59,ITAL,2101,1,42337,267,Hiromi Kinjo,MWF,Westchester,Classroom Based Course
Italian 1Lecture,Italian,59,ITAL,2101,2,42338,267,Hiromi Kinjo,MWF,Westchester,Classroom Based Course
Italian 2Lecture,Italian,59,ITAL,2102,1,43199,,,MWF,Westchester,Classroom Based Course
Italian 3Lecture,Italian,59,ITAL,2103,1,41248,,,MWF,Westchester,Classroom Based Course
Italian Food CulturesLecture,Italian,59,ITAL,3251,1,48875,267,Hiromi Kinjo,MW,Westchester,Classroom Based Course
Japanese 1Lecture,Japanese,60,JAPN,2101,1,42340,,,MWF,Westchester,Classroom Based Course
Japanese 1Lecture,Japanese,60,JAPN,2101,2,42339,,,MWF,Westchester,Classroom Based Course
Japanese 3Lecture,Japanese,60,JAPN,2103,1,41249,250,Gil Klein,MWF,Westchester,Classroom Based Course
Japanese 5Lecture,Japanese,60,JAPN,3105,1,41250,410,L. Arik Greenberg,MWF,Westchester,Classroom Based Course
Mastery of JapaneseLecture,Japanese,60,JAPN,3107,1,47582,410,L. Arik Greenberg,TT,Westchester,Classroom Based Course
"H Bible/OT: Theo, Hist, InterpLecture",Jewish Studies,62,JWST,1000,1,41324,620,Roy Fisher,TT,Westchester,Classroom Based Course
"H Bible/OT: Theo, Hist, InterpLecture",Jewish Studies,62,JWST,1000,2,41326,620,Roy Fisher,TT,Westchester,Classroom Based Course
"H Bible/OT: Theo, Hist, InterpLecture",Jewish Studies,62,JWST,1000,3,43200,467,Mark Diamond,MW,Westchester,Classroom Based Course
SS:World Religions in LALecture,Jewish Studies,62,JWST,1998,1,42201,266,Heidi Fessler,TT,Westchester,Classroom Based Course
SS: World Religions in LALecture,Jewish Studies,62,JWST,1998,2,42202,266,Heidi Fessler,TT,Westchester,Classroom Based Course
SS: New Testament ContextsLecture,Jewish Studies,62,JWST,1998,3,46693,268,Holli Levitsky,TT,Westchester,Classroom Based Course
SS: New Testament ContextsLecture,Jewish Studies,62,JWST,1998,4,46974,250,Gil Klein,TT,Westchester,Classroom Based Course
Trends of Jewish ThoughtLecture,Jewish Studies,62,JWST,3636,1,48907,410,L. Arik Greenberg,MW,Westchester,Hybrid Course
SS: Archaeology of the LevantLecture,Jewish Studies,62,JWST,3998,1,48049,459,Margarete Feinstein,TT,Westchester,Classroom Based Course
SS: Archaeology and the BibleLecture,Jewish Studies,62,JWST,3998,2,49176,459,Margarete Feinstein,TT,Westchester,Classroom Based Course
SS: Studies in World LitLecture,Jewish Studies,62,JWST,3998,3,49177,467,Mark Diamond,TT,Westchester,Classroom Based Course
"SS: Judaism:Relgn, Hist, CultrLecture",Jewish Studies,62,JWST,3998,4,49178,459,Margarete Feinstein,MW,Westchester,Classroom Based Course
SS: Interreligious Engmnt PrctLecture,Jewish Studies,62,JWST,3998,5,49179,459,Margarete Feinstein,MW,Westchester,Classroom Based Course
Literature of the HolocaustLecture,Jewish Studies,62,JWST,4340,1,48908,389,Kevin Curran,MW,Westchester,Classroom Based Course
Literature of the HolocaustLecture,Jewish Studies,62,JWST,4340,2,48909,389,Kevin Curran,TT,Westchester,Classroom Based Course
Interreligious Exp & EngagemntLecture,Jewish Studies,62,JWST,4400,1,42405,,,MW,Westchester,Hybrid Course
Jewish Resilience in Mdrn EraLecture,Jewish Studies,62,JWST,4545,1,48910,,,TT,Westchester,Classroom Based Course
Capstone ProjectLecture,Jewish Studies,62,JWST,4900,1,49233,,,NA,Westchester,Other
Introduction to JournalismLecture,Journalism,61,JOUR,2100,1,45569,330,John Kissell,MWF,Westchester,Classroom Based Course
Introduction to JournalismLecture,Journalism,61,JOUR,2100,2,45570,336,Jon Rou,MWF,Westchester,Classroom Based Course
Introduction to JournalismLecture,Journalism,61,JOUR,2100,3,45730,336,Jon Rou,TT,Westchester,Classroom Based Course
Writing Journalism: WorkshopLecture,Journalism,61,JOUR,2210,1,45731,757,Yoshikazu Ysa,MW,Westchester,Classroom Based Course
Writing Journalism: WorkshopLecture,Journalism,61,JOUR,2210,2,45956,757,Yoshikazu Ysa,MW,Westchester,Classroom Based Course
History of JournalismLecture,Journalism,61,JOUR,2211,1,47793,80,Benjamin Gottlieb,M,Westchester,Classroom Based Course
Shooting/Editing PhotosLecture,Journalism,61,JOUR,3100,1,44742,113,Cat Schuknecht,M,Westchester,Classroom Based Course
Shooting/Editing PhotosLecture,Journalism,61,JOUR,3100,2,47794,141,Christopher Keller,T,Westchester,Classroom Based Course
Shooting/Editing VideoLecture,Journalism,61,JOUR,3101,1,45515,80,Benjamin Gottlieb,T,Westchester,Classroom Based Course
Shooting/Editing VideoLecture,Journalism,61,JOUR,3101,2,47795,423,Lauren Smart,M,Westchester,Classroom Based Course
Recording/Editing AudioLecture,Journalism,61,JOUR,3102,1,44743,423,Lauren Smart,M,Westchester,Classroom Based Course
Recording/Editing AudioLecture,Journalism,61,JOUR,3102,2,47796,,,T,Westchester,Classroom Based Course
Computing for JournalismLecture,Journalism,61,JOUR,3104,1,48800,80,Benjamin Gottlieb,M,Online,Fully Online Course
Designing for JournalismLecture,Journalism,61,JOUR,3105,1,47797,,,W,Westchester,Classroom Based Course
Critical Issues JournalismLecture,Journalism,61,JOUR,3300,1,45571,80,Benjamin Gottlieb,TT,Westchester,Classroom Based Course
Critical and Ethical Issues in JournalismLecture,Journalism,61,JOUR,3300,2,48801,389,Kevin Curran,TT,Westchester,Classroom Based Course
The Human Condition: A Long-form Journalism PracticumLecture,Journalism,61,JOUR,3310,1,48802,407,Ky Henderson,MW,Westchester,Classroom Based Course
SS:Career Skills JournalismLecture,Journalism,61,JOUR,3998,1,48803,,,W,Westchester,Classroom Based Course
SS: Photojrnlsm: Lndn tru LensLecture,Journalism,61,JOUR,3998,SA1,48405,,,NA,"London, England",Classroom Based Course
Telling Stories with SoundLecture,Journalism,61,JOUR,4401,1,44699,423,Lauren Smart,Th,Westchester,Classroom Based Course
Journalism InternshipLecture,Journalism,61,JOUR,4402,1,47801,411,Laila Muhammad,NA,Westchester,Other
The LionLecture,Journalism,61,JOUR,4403,1,48804,622,Ruben Martinez,MW,Westchester,Classroom Based Course
Investigative ReportingLecture,Journalism,61,JOUR,4407,2,49059,674,Steven Neal,Th,Westchester,Classroom Based Course
Health & Science JournalismLecture,Journalism,61,JOUR,4410,1,49084,674,Steven Neal,TT,Westchester,Classroom Based Course
Journalism: CapstoneLecture,Journalism,61,JOUR,4468,1,44585,219,Emily Plutsky,TT,Westchester,Classroom Based Course
Broadcast JournalismLecture,Journalism,61,JOUR,4474,1,48066,219,Emily Plutsky,W,Westchester,Classroom Based Course
Journalism: Telling LA's StoryLecture,Journalism,61,JOUR,5501,1,48805,128,Christen Johnson,T,Westchester,Classroom Based Course
Strgy GR/PROF Schl Adms ILecture,Learning Preparation,27,EDLP,1001,1,49216,214,Ellen Ensher,M,Westchester,Classroom Based Course
Strgy GR/PROF Schl Adms IIILecture,Learning Preparation,27,EDLP,1003,1,49217,214,Ellen Ensher,Th,Westchester,Classroom Based Course
Acad Skills Stdn AthletesLecture,Learning Preparation,27,EDLP,1044,1,49213,716,Tony Kmetty,T,Westchester,Hybrid Course
Acad Skills Stdn AthletesLecture,Learning Preparation,27,EDLP,1044,2,49214,116,Cathleen McGrath,T,Westchester,Hybrid Course
Sr Semnr Stndt AthletesLecture,Learning Preparation,27,EDLP,1045,1,49215,214,Ellen Ensher,NA,Online,Fully Online Course
Intercult Practicum ILecture,Learning Preparation,27,EDLP,2091,1,49246,116,Cathleen McGrath,0,Westchester,Classroom Based Course
MBA OrientationLecture,MBA Residential and Workshops,71,MBAW,6400,1,44888,756,Yongsun Paik,F,Westchester,Classroom Based Course
Managing YourselfLecture,Management,76,MGMT,2600,1,45991,524,Mitchell Rufca,TT,Westchester,Classroom Based Course
Managing YourselfLecture,Management,76,MGMT,2600,2,46746,469,Mark Fotohabadi,TT,Westchester,Classroom Based Course
Managing OthersLecture,Management,76,MGMT,3600,1,46747,,,TT,Westchester,Classroom Based Course
Managing OthersLecture,Management,76,MGMT,3600,2,46748,677,Sunil Murthy,MW,Westchester,Classroom Based Course
Local Global Mindset CapstoneLecture,Management,76,MGMT,4600,1,47760,296,Jason D'Mello,W,Westchester,Classroom Based Course
Faith and BusinessLecture,Management,76,MGMT,4608,1,48697,302,Jeffrey Gale,MW,Westchester,Classroom Based Course
International ManagementLecture,Management,76,MGMT,4630,1,45425,,,TT,Westchester,Classroom Based Course
Strat Staffing & Prof RecruitLecture,Management,76,MGMT,4665,1,45929,,,TT,Westchester,Classroom Based Course
SS: NegotiationLecture,Management,76,MGMT,4698,1,48698,,,W,Westchester,Classroom Based Course
SS: Career ManagementLecture,Management,76,MGMT,4698,3,48699,,,M,Westchester,Classroom Based Course
SS: Entrepreneurial LeadershipLecture,Management,76,MGMT,4698,4,48935,,,W,Westchester,Classroom Based Course
SS: Improvisation 4 EntreprensLecture,Management,76,MGMT,4698,5,48936,,,F,Westchester,Classroom Based Course
SS: Global StrategyLecture,Management,76,MGMT,4698,6,48958,,,TT,Westchester,Classroom Based Course
Art Therapy Lit & ResearchLecture,Marital and Family Therapy,75,MFTH,600,1,40021,,,W,Westchester,Classroom Based Course
Art Therapy Studio: Thr/PrctLecture,Marital and Family Therapy,75,MFTH,601,1,40269,,,T,Westchester,Classroom Based Course
Fndmtls Marr Fmly SystLecture,Marital and Family Therapy,75,MFTH,602,1,40022,,,W,Westchester,Classroom Based Course
Child Psychotherapy: Thry/PracLecture,Marital and Family Therapy,75,MFTH,604,1,40023,,,W,Westchester,Classroom Based Course
Intro to Mental Health SvsLecture,Marital and Family Therapy,75,MFTH,609,1,40397,,,T,Westchester,Classroom Based Course
Grp Psychotherapy Thry/PracLecture,Marital and Family Therapy,75,MFTH,615,1,40024,,,Th,Westchester,Classroom Based Course
Practicum/Sprvsn-Capstone IIPracticum,Marital and Family Therapy,75,MFTH,618,1,40415,,,NA,Westchester,Other
Practicum/Sprvsn-Capstone IIPracticum,Marital and Family Therapy,75,MFTH,618,2,40620,,,NA,Westchester,Other
Practicum/Sprvsn-Capstone IIPracticum,Marital and Family Therapy,75,MFTH,618,3,40621,,,NA,Westchester,Other
Practicum/Sprvsn-Capstone IIPracticum,Marital and Family Therapy,75,MFTH,618,4,40622,531,My Bui,NA,Westchester,Other
Cltrl Cnsdratns Mar Fmly TherLecture,Marital and Family Therapy,75,MFTH,621,1,40025,531,My Bui,T,Westchester,Classroom Based Course
Practicum ApplicationsPracticum,Marital and Family Therapy,75,MFTH,627,1,46205,533,Myounghee Moon,NA,Westchester,Other
MFT: Clinical StudiesLecture,Marital and Family Therapy,75,MFTH,630,1,40026,533,Myounghee Moon,T,Westchester,Classroom Based Course
Psychopthlgy & PsychopharmLecture,Marital and Family Therapy,75,MFTH,638,1,40282,,,Th,Westchester,Classroom Based Course
Psychologcl Tests & AssessmentLecture,Marital and Family Therapy,75,MFTH,640,1,40283,608,Robert Winsor,Th,Westchester,Classroom Based Course
Research MethodologyLecture,Marital and Family Therapy,75,MFTH,691,1,41644,511,Michael Peditto,T,Westchester,Classroom Based Course
Customer InsightsLecture,Marketing,77,MRKT,3512,1,45875,,,MW,Westchester,Classroom Based Course
Customer InsightsLecture,Marketing,77,MRKT,3512,2,45876,659,Sona Gala,MW,Westchester,Classroom Based Course
Customer InsightsLecture,Marketing,77,MRKT,3512,3,45877,659,Sona Gala,TT,Westchester,Classroom Based Course
Customer InsightsLecture,Marketing,77,MRKT,3512,4,48625,17,Albaro Ibarra,TT,Westchester,Classroom Based Course
Rethinking the MarketplaceLecture,Marketing,77,MRKT,3513,1,43605,730,Velitchka Kaltcheva,T,Westchester,Classroom Based Course
Company and Customer MutualismLecture,Marketing,77,MRKT,3516,1,45878,568,Paul Santello,MW,Westchester,Classroom Based Course
New World Branding & AdvertLecture,Marketing,77,MRKT,3521,1,42281,608,Robert Winsor,W,Westchester,Classroom Based Course
New World Branding & AdvertLecture,Marketing,77,MRKT,3521,2,44636,511,Michael Peditto,W,Westchester,Classroom Based Course
Marketing LawLecture,Marketing,77,MRKT,3570,1,49004,50,Andrew Rohm,TT,Westchester,Classroom Based Course
Marketing LawLecture,Marketing,77,MRKT,3570,2,49242,547,Nicholas Virginio,TT,Westchester,Classroom Based Course
Advertising and Promotion MgmtLecture,Marketing,77,MRKT,4510,1,43289,397,Kimberly Rohm,T,Westchester,Classroom Based Course
Data-Driven Customer InsightsLecture,Marketing,77,MRKT,4517,1,44634,644,Sean Williams,TT,Westchester,Classroom Based Course
Adaptive Media and AnalyticsLecture,Marketing,77,MRKT,4521,1,42284,730,Velitchka Kaltcheva,M,Westchester,Classroom Based Course
Business & Captlsm in SocietyLecture,Marketing,77,MRKT,4523,1,47868,523,Mitchell Hamilton,MW,Westchester,Classroom Based Course
Advertising Account ManagementLecture,Marketing,77,MRKT,4532,1,45880,194,Dominique Braxton,T,Westchester,Classroom Based Course
Full Funnel MarketingLecture,Marketing,77,MRKT,4538,1,47891,236,Farhoud Meybodi,TT,Westchester,Classroom Based Course
Brand ManagementLecture,Marketing,77,MRKT,4546,1,48626,324,Jim Wagner,T,Westchester,Classroom Based Course
Sports MarketingLecture,Marketing,77,MRKT,4573,1,48627,300,Jeffrey Anderson,M,Westchester,Classroom Based Course
Entertainment MarketingLecture,Marketing,77,MRKT,4574,1,45882,539,Natalie Ortiz,MW,Westchester,Classroom Based Course
Mrkt Strat in Global EnvironLecture,Marketing,77,MRKT,4576,1,47869,,,TT,Westchester,Classroom Based Course
Brand StorytellingLecture,Marketing,77,MRKT,4593,1,45717,,,TT,Westchester,Classroom Based Course
Value Creation and Marketing AccountabilityLecture,Marketing,77,MRKT,4595,1,48628,,,TT,Westchester,Classroom Based Course
SS:Brand Content Social ImpactLecture,Marketing,77,MRKT,4598,1,48629,,,Th,Westchester,Classroom Based Course
Global Marketing StrategyLecture,Marketing Management,65,MBAC,620,1,48002,367,Karen Ellis,Th,Westchester,Classroom Based Course
Busn to Busn MrktingLecture,Marketing Management,65,MBAC,663,1,48648,367,Karen Ellis,W,Westchester,Classroom Based Course
AlgebraLecture,Mathematics,63,MATH,101,1,42064,539,Natalie Ortiz,TT,Westchester,Classroom Based Course
AlgebraLecture,Mathematics,63,MATH,101,2,40759,539,Natalie Ortiz,TT,Westchester,Classroom Based Course
AlgebraLecture,Mathematics,63,MATH,101,3,47213,30,Alissa Crans,TT,Westchester,Classroom Based Course
AlgebraLecture,Mathematics,63,MATH,101,4,47310,30,Alissa Crans,TT,Westchester,Classroom Based Course
AlgebraLecture,Mathematics,63,MATH,101,5,48296,,,MW,Westchester,Classroom Based Course
Quantitatv Skl Mdrn WrldLecture,Mathematics,63,MATH,102,1,43080,,,MWF,Westchester,Classroom Based Course
Quantitatv Skl Mdrn WrldLecture,Mathematics,63,MATH,102,2,40931,,,MWF,Westchester,Classroom Based Course
Quantitatv Skl Mdrn WrldLecture,Mathematics,63,MATH,102,3,40253,,,TT,Westchester,Classroom Based Course
Quantitatv Skl Mdrn WrldLecture,Mathematics,63,MATH,102,4,40256,,,TT,Westchester,Classroom Based Course
Quantitatv Skl Mdrn WrldLecture,Mathematics,63,MATH,102,5,40254,,,T,Westchester,Classroom Based Course
Quantitatv Skl Mdrn WrldLecture,Mathematics,63,MATH,102,6,40930,,,W,Westchester,Classroom Based Course
Quantitatv Skl Mdrn WrldLecture,Mathematics,63,MATH,102,7,40252,,,MW,Westchester,Classroom Based Course
Quant Skls Mdrn Wrld LabLab,Mathematics,63,MATH,103,1,40260,,,T,Westchester,Classroom Based Course
Quant Skls Mdrn Wrld LabLab,Mathematics,63,MATH,103,2,40267,131,Christina Eubanks-Turner,W,Westchester,Classroom Based Course
Quant Skls Mdrn Wrld LabLab,Mathematics,63,MATH,103,3,40261,,,T,Westchester,Classroom Based Course
Quant Skls Mdrn Wrld LabLab,Mathematics,63,MATH,103,4,43081,,,W,Westchester,Classroom Based Course
Quant Skls Mdrn Wrld LabLab,Mathematics,63,MATH,103,5,40268,525,Mobashera Hallam,Th,Westchester,Classroom Based Course
Quant Skls Mdrn Wrld LabLab,Mathematics,63,MATH,103,6,40262,,,T,Westchester,Classroom Based Course
Quant Skls Mdrn Wrld LabLab,Mathematics,63,MATH,103,7,40263,702,Thomas Laurent,Th,Westchester,Classroom Based Course
